"SB 2596","Public streets and highways; prohibit racing and use of nitrous oxide.","Transportation",,,
"HB 102","Public Swimming Pool Act; create.","Public Services",,,
"HB 178","Public Swimming Pool Act; enact.","Public Services",,,
"HB 942","Public swimming pools; require owners to post signs to contact Health Department for concerns about sanitation or safety of.","Health",,,
"SB 2868","Public term contracts, public construction projects; provide certain conditions for.","Labor",,,
"HB 1163","Public university property; authorize DFA to donate certain real property at the Mississippi University for Women.","Education",,,
"HB 1232","Public utilities; authorize metering for customers generating electricity through renewable energy sources.","Public Services",,,
"HB 926","Public utilities; create ""Mississippi Agricultural and Forestry Industries Renewable Energy Development Act of 2010.""","Public Services",,,
"HB 200","Public utilities; create ""Mississippi Renewable Energy Development Act of 2010.""","Public Services",,,
"HB 429","Public utilities; create ""Mississippi Renewable Energy Development Act of 2010.""","Public Services",,,
"HB 542","Public utilities; create ""Mississippi Renewable Energy Development Act of 2010.""","Public Services",,,
"HB 1027","Public utilities; limit inspections, audits and examinations strictly to Public Utilities Staff.","Public Services",,,
"HB 969","Public utilities; limit inspections, audits and examinations strictly to the Public Utilities Staff.","Public Services",,,
"SB 2198","Public utilities; shall make personal contact before terminating heat-related service.","Public Services",,,
"HB 1000","Public utility workers; require to present identification before performing duties if requested to do so by property owners.","Public Services","Labor",,
"HB 964","Public venues for youth sporting events; prohibit smoking at.","Public Services","Family and Children Issues",,
"SB 2743","Public water systems; delete repealer on requirement to maintain optimum corrosion inhibitor levels.","Public Services",,,
"HB 193","Public water systems; extend repealer on requirement to maintain optimum corrosion inhibitor levels.","Public Services",,,
"SB 2328","Public water systems; training not required for board members of certain systems operated by municipalities.","Public Services",,,
"SB 2156","Public waterways; landowner not liable for illegal use of ATVs in public waters.","Public Services",,,
"HB 566","Publication requirements; revise.","Other",,,
"SB 2579","Qualified circulating nurse in each operating room; require for hospitals and ambulatory surgical facilities.","Health",,,
"SB 2416","Qualified Disposition Act; create to provide for self-settled spendthrift funds.","Other",,,
"SN 53","Quoinsetta Watts (Quoin) Franklin, Jackson, Mississippi, State Board of Physical Therapy, term effective immediately and ending June 30, 2013, representing a physical therapist in the 2CD.","Other",,,
"HB 1403","Radar; authorize sheriff and deputy sheriffs to use on county roads to enforce speed limits.","Legal Issues","Transportation",,
"HB 767","Radar; authorize sheriff and deputy sheriffs to use on county roads to enforce speed limits.","Legal Issues","Transportation",,
"HB 912","Radar; authorize sheriffs in certain counties to use.","Legal Issues","Transportation",,
"SB 2187","Radar; authorize sheriffs in counties with a certain population to use.","Legal Issues","Transportation",,
"HB 105","Radar; authorize sheriffs, deputies and constables to use on county roads to enforce speed limits.","Legal Issues","Transportation",,
"SB 2186","Radar; authorize speed detection by all officers.","Legal Issues","Transportation",,
"SB 3035","Radar; authorize use by sheriffs and municipal police.","Legal Issues","Transportation",,
"SB 2188","Radar; authorize use by sheriffs.","Legal Issues","Transportation",,
"SB 2530","Radar; authorize use by sheriffs.","Legal Issues","Transportation",,
"SB 2760","Radar; authorize use by sheriffs.","Legal Issues","Transportation",,
"HB 848","Radar; Pearl River Valley Water Supply District may use.","Legal Issues","Transportation",,
"HB 379","Radar; prohibit use within 1,000 feet of posted point where speed limit is reduced.","Legal Issues","Transportation",,
"SB 2722","Radar; prohibit use within 1,000 feet of posted point where speed limit is reduced.","Legal Issues","Transportation",,
"SB 2006","Radar; repeal requirements and restrictions.","Legal Issues","Transportation",,
"SB 2185","Radar; revise entities authorized to operate.","Legal Issues","Transportation",,
"HB 847","Radar; sheriff may use in counties over 70,000 and impose additional state assessment for violations when radar used.","Legal Issues","Transportation",,
"SN 17","Rahul Vohra, MD, Flowood, Mississippi, State Board of Physical Therapy, five year term that began July 1, 2007 and ends June 30, 2012, representing a physician in the Third (3rd) Congressional District.","Other",,,
"SN 41","Ralph David Ritch, Tupelo, Mississippi, Board of Chiropractic Examiners, term effective immediately and ending April 20, 2013, representing the 1 CD.","Other",,,
"SB 2853","Random drug testing; require for TANF recipients.","Drugs",,,
"HB 134","Random drug tests; require of all public school students in Grades 6 through 12.","Drugs","Education",,
"SB 2058","Rape or sexual battery of a child; mandate life without parole for.","Crime","Family and Children Issues",,
"HB 521","Rape; death penalty for conviction if victim is age 13 or under.","Crime","Family and Children Issues",,
"SB 2411","Rating Bureau; shall use Fire Suppression Rating Schedule (FSRS) published by ISO when rating municipalities or districts.","Other",,,
"HR 79","Raymond High School Girls Basketball Team; commend and congratulate upon its winning the MHSAA Grand Slam Championship.","Resolutions",,,
"SN 31","Raymond L. (Raymond) Long, Yazoo City, Mississippi, State Board of Barber Examiners, term effective immediately and ending May 18, 2010, representing the 2 CD.","Other",,,
"HB 1009","Real Estate Appraisers Licensing and Certification Act; revise to place appraisal management companies under the authority of.","Housing and Property",,,
"HB 470","Real Estate Appraisers Licensing and Certification Act; revise to place appraisal management companies under the authority of.","Housing and Property",,,
"SB 2769","Real Estate Appraisers Licensing and Certification Act; revise to place appraisal management companies under the authority of.","Housing and Property",,,
"SB 2025","Real estate transactions; require disclosure if meth production occurred on the property.","Housing and Property","Drugs",,
"HB 844","Real estate; allow covenants to prohibit sale or lease of property to registered sex offenders.","Housing and Property",,,
"HB 1118","Real estate; authorize agents to provide broker opinion of value.","Housing and Property",,,
"HB 333","Reappraisal; local taxing units must publish certain information regarding to receive homestead exemption reimbursement.","Budget, Spending and Taxes","Housing and Property",,
"SB 2102","Recall election procedures for local officials by referendum; specifically include local school board members.","Campaign Finance and Election Issues",,,
"HC 15","Reciprocity; urge Louisiana to provide for Mississippi gun permits.","Guns",,,
"SC 673","Recognize ""Diabetic Peripheral Neuropathy Awareness Day in Mississippi"".","Resolutions",,,
"SC 593","Recognize ""Miss Rodeo America 2010"" Kelli Jackson of Eupora, Mississippi.","Resolutions",,,
"SC 660","Recognize 150th Anniversary celebration of First Baptist Church Morton, Mississippi.","Resolutions",,,
"SC 653","Recognize 40 years of leadership by Reverend Dr. John E. Cameron, Sr., Pastor of Greater Mt. Calvary Baptist Church.","Resolutions",,,
"SR 12","Recognize and salute Chef Luis Bruno for Mississippi Public Broadcasting Production ""Cooking for Life with Chef Luis Bruno.""","Resolutions",,,
"SC 661","Recognize and salute New Orleans Saints career rushing leader and former Ole Miss star Deuce McAllister.","Resolutions",,,
"SC 687","Recognize Ann Coleman Thames, MS Business Journal leading business woman, upon retirement from MS Department of Mental Health.","Resolutions",,,
"SC 531","Recognize April 19, 2010, as ""Patriots Day in Mississippi.""","Resolutions",,,
"SC 647","Recognize Betty Archibald Fernandes of Moon Lake, Mississippi, recipient of Congressional Gold Medal.","Resolutions",,,
"SR 5","Recognize business and civic leadership of Michael Joe Cannon.","Resolutions",,,
"SC 689","Recognize career of Bolivar County R&B-soul-gospel singer Otis Clay.","Resolutions",,,
"SC 630","Recognize career of Langston Rogers, Ole Miss Athletics Director for Media Relations.","Resolutions",,,
"SC 555","Recognize career of Malaco recording artist Bobby ""Blue"" Bland on 80th birthday.","Resolutions",,,
"SC 603","Recognize career of Mr. André Curry, Vice President of Business and Finance for Mississippi Valley State University.","Resolutions",,,
"SC 665","Recognize contributions of Mrs. Earlora Holden to PRCC on the occasion of the Student Residence Hall named in her honor.","Resolutions",,,
"SC 664","Recognize contributions of Mrs. Kathryn Moody to PRCC on the occasion of the Student Residence Hall named in her honor.","Resolutions",,,
"SC 575","Recognize country/bluegrass music legacy of Bud and Hazel Huddleston of Ripley, Mississippi.","Resolutions",,,
"SC 703","Recognize Dr. Daniel W. Jones on his Investiture as the 16th Chancellor of The University of Mississippi.","Resolutions",,,
"SC 617","Recognize Dr. J.Y. Trice of Cleveland, Mississippi, for 2009 Community Transportation Association of America Leadership Award.","Resolutions",,,
"SC 688","Recognize Dr. Randy Easterling, President of the Mississippi State Medical Association.","Resolutions",,,
"SC 626","Recognize Dr. Stuart Rockoff for 2010 Mississippi Humanities Council Award.","Resolutions",,,
"SC 668","Recognize Drs. John M. and Vera Mae Perkins upon occasion of 50th Anniversary of the Perkins Foundation.","Resolutions",,,
"SC 614","Recognize Grady Champion for winning the 26th Annual International Blues Challenge.","Resolutions",,,
"SC 530","Recognize Jackson Jazz Artist Cassandra Wilson upon the dedication of Mississippi's 100th Blues Trail Marker.","Resolutions",,,
"SC 605","Recognize Juneteenth Freedom Day as day of commemoration.","Resolutions",,,
"SC 573","Recognize Lazy Magnolia Brewing Company on 5th Anniversary and for contributions to the Mississippi Gulf Coast.","Resolutions",,,
"SC 652","Recognize legacy of Richard Atley Donald, only Major League baseball player from Morton, MS.","Resolutions",,,
"SC 591","Recognize legendary military career of Lt. Colonel Cary ""Salty"" Salter of Jackson, and his WWII P-51D Mustang ""Charlotte's Chariot II.""","Resolutions",,,
"SC 634","Recognize Meridian businessman, Mayor and WWII Veteran I. Alfred Rosenbaum.","Resolutions",,,
"SC 554","Recognize Mississippi Public Broadcasting's ""Between the Lions"" for receiving two 2009 Emmy Awards.","Resolutions",,,
"SC 618","Recognize Morton Police Department for seizure of illegal drug money on Interstate 20.","Resolutions",,,
"SC 692","Recognize Mr. Carroll Johnson on his 100th birthday.","Resolutions",,,
"SC 610","Recognize Mrs. Martha Segars, Mississippi's Leading Business Woman for 2009.","Resolutions",,,
"SC 569","Recognize Mrs. Virgia Bartee on 106th birthday.","Resolutions",,,
"SC 600","Recognize Mrs. Zula Criddle Warnick on 104th birthday.","Resolutions",,,
"SC 629","Recognize Pontotoc Electric Power Association on 75th Anniversary.","Resolutions",,,
"SC 574","Recognize Reverend John Carter for over 60 years of religious leadership.","Resolutions",,,
"SC 697","Recognize that May 2010 is ""Better Hearing and Speech Month in Mississippi.""","Resolutions",,,
"SC 704","Recognize the ""100 Years of Ministry Anniversary Celebration"" of Tylertown First Baptist Church.","Resolutions",,,
"SC 572","Recognize the 18th Surgeon General of the United States, Vice Admiral Regina M. Benjamin, USPHS.","Resolutions",,,
"SC 681","Recognize the Clinton High School Attaché Show Choir for 22 consecutive Grand Championships.","Resolutions",,,
"SC 584","Recognize the three university basketball coaches from Louisville, Mississippi, currently coaching in the SEC.","Resolutions",,,
"SC 641","Recognize The University of Southern Mississippi on its Centennial Commemoration.","Resolutions",,,
"SC 696","Recognize WTVA-TV (Tupelo-Columbus)  Managing Editor Terry Smith and Meteorologist Dick Rice for Silver Circle Emmy Award.","Resolutions",,,
"SC 599","Recognizing February as National ""Black History Month.""","Resolutions",,,
"SB 2762","Records of floor debate in both houses of the Legislature; to be available under the Open Records Law.","Government Reform","Legislative Affairs",,
"HB 1230","Records; require clerk to maintain permanent record of House proceedings.","Legislative Affairs",,,
"SB 2940","Recreational facility tax credit; create a joint committee to study.","Recreation","Budget, Spending and Taxes",,
"HB 820","Recreational vehicles; require repurchase of inventory by manufacturer when dealer ceases to be a dealer.","Transportation",,,
"SB 2849","Recycling; local governments may establish recycling centers at regional correctional facilities and authorize DEQ to assist.","Public Services",,,
"HB 928","Red deer processing plants; exempt from payment of state inspection fee.","Other",,,
"SB 3212","Reenacted State Department of Health and State Board of Health; change effective date on bill.","Health",,,
"SB 2279","Reentry courts; provide for creation of.","Judiciary",,,
"SB 2884","Regional Alternative School Pilot Program (R.A.S.P.); authorize under Division of Youth Services.","Education",,,
"HB 774","Regional correctional facility; authorize Department of Corrections to contract with DeSoto County for.","Crime",,,
"SB 3036","Regional jails; authorize Franklin County to withdraw from the Jefferson/Franklin Regional Correctional Facility.","Crime",,,
"HB 839","Registered Interior Designer Registration Act; create.","Other",,,
"SB 2663","Registered nurse and LPN; require fingerprint-based criminal history check.","Health",,,
"SB 2804","Registration of nonresident dispensers of controlled substances; require registration.","Other",,,
"HB 1485","Rehabilitation Services, Dept. of; authorize to perform criminal background checks of employers and contractors.","Health",,,
"HB 1111","Reimbursement to counties for Department of Corrections prisoners; clarify that counties are not responsible for certain medical costs.","Crime",,,
"HB 279","Religious Viewpoints Antidiscrimination Act/Schoolchildren's Religious Liberties Act; create.","Social Issues",,,
"HB 1683","Rental equipment; tax rental equipment and distribute revenue to local governments and exempt from ad valorem taxation.","Budget, Spending and Taxes",,,
"HB 1714","Rental equipment; tax rental equipment and distribute revenue to local governments and exempt from ad valorem taxation.","Budget, Spending and Taxes",,,
"SB 3176","Rental equipment; tax rental equipment and distribute revenue to local governments and exempt from ad valorem taxation.","Budget, Spending and Taxes",,,
"SB 2612","Reorganization of all public school districts in MS; require one school district per county.","Education",,,
"SC 539","Request the Boy Scouts of America to make an Annual Report to the Legislature.","Other",,,
"SB 2695","Research and Development Center; increase assessment charged by IHL for services.","Science and Medical Research",,,
"HB 1271","Resident hunting and fishing license; revise provisions for MS college student to receive.","Animal Rights and Wildlife Issues","Education",,
"HB 1360","Residential builders and remodelers; revise certain provisions.","Housing and Property",,,
"HB 1177","Residential builders; repeal section related to licensing of commercial work.","Housing and Property",,,
"SB 3048","Residential property foreclosures; prohibit unless 90-day written notice is given.","Housing and Property",,,
"SB 2240","Residential property insurance; insurers must attach policyholder bill of rights to policies.","Housing and Property",,,
"SB 2132","Residential property insurance; require rate filings to include discounts when certain construction techniques are used.","Housing and Property",,,
"SC 528","Resolution to protect and defend state authority under Tenth Amendment to U.S. Constitution over certain powers.","Resolutions",,,
"HB 81","Rest areas, highway; provide that transportation commission shall adopt and enforce parking duration restrictions.","Transportation",,,
"HB 374","Rest areas; require MDOT to study the efficiency of operations and feasibility of leasing to private entities.","Transportation",,,
"HB 1256","Restaurants; require those with drive-up windows to display health department inspection report at the window.","Agriculture and Food",,,
"HB 1483","Restricted parking for emergency vehicles; increase fine for violators and allow proceeds to go to cities where violation occurred.","Transportation",,,
"HB 1322","Retired law enforcement officers; may be certified by Chiefs' Association under HR218.","Senior Issues",,,
"SB 2429","Retired teachers; may draw retirement benefits and be reemployed as teachers if they have 25 years of creditable service.","Senior Issues","Education","Labor",
"SB 2494","Retired teachers; may draw retirement benefits and be reemployed as teachers if they have 25 years of creditable service.","Senior Issues","Education","Labor",
"SB 2023","Retired teachers; may draw retirement benefits and be reemployed as teachers if they have 30 years of creditable service.","Senior Issues","Education","Labor",
"SB 2965","Retired teachers; may draw retirement benefits and be reemployed as teachers if they have 30 years of creditable service.","Senior Issues","Education","Labor",
"HB 385","Retirement medical benefits account; establish for state officers and employees.","Senior Issues","Labor","Health",
"HB 69","Retirement; allow retired county/city elected officials to receive salary of up to 50% of average compensation.","Senior Issues","Labor",,
"SB 2830","Retirement; authorize counties to pay PERS employer contributions on net fee income of constables.","Senior Issues","Labor",,
"HB 818","Retirement; authorize surviving spouses of PERS members to choose different spouse annuity.","Senior Issues","Labor",,
"HB 154","Retirement; compensation paid to special masters in chancery included as earned compensation for PERS purposes.","Senior Issues","Labor",,
"HB 796","Retirement; earned compensation of judges of the Supreme Court and Court of Appeals includes all remuneration except mileage.","Senior Issues","Labor",,
"SB 2059","Retirement; earned compensation of member of the Supreme Court and Court of Appeals includes all remuneration except mileage.","Senior Issues","Labor",,
"SB 2260","Retirement; elected judiciary may retire & continue in office if they waive salary or elect to receive not more than 25% of salary.","Senior Issues","Labor",,
"HB 330","Retirement; exclude value of noncash maintenance furnished to PERS members for retirement purposes.","Senior Issues","Labor",,
"SB 2365","Retirement; exclude value of noncash maintenance furnished to PERS members for retirement purposes.","Senior Issues","Labor",,
"HB 778","Retirement; first responders who served in coast counties during Hurricane Katrina shall receive extra PERS credit.","Senior Issues","Labor",,
"HB 1107","Retirement; increase to 30 the years of service required for new teachers to retire regardless of age.","Senior Issues","Labor",,
"HB 1283","Retirement; increase years to vest age of retirement and years to retire regardless of age for new PERS members after July 1, 2010.","Senior Issues","Labor",,
"SB 2257","Retirement; law enforcement officers, fire fighters or emergency service employees may retire after 20 years service.","Senior Issues","Labor",,
"HB 152","Retirement; prohibit PERS from holding equity investments in companies with business ties in certain countries.","Senior Issues","Labor",,
"HB 342","Retirement; require counties to pay PERS employer contributions on net fee income of constables.","Senior Issues","Labor",,
"SB 2474","Retirement; retirees may be reemployed for 195 days per fiscal year.","Senior Issues","Labor",,
"HB 1035","Retirement; revise certain provisions regarding the administration of PERS.","Senior Issues","Labor",,
"SB 3083","Retirement; revise certain provisions regarding the administration of PERS.","Senior Issues","Labor",,
"SB 2886","Retirement; school districts may pay health insurance premium of retirees employed as school bus drivers.","Senior Issues","Labor",,
"SN 9","Reuben Vincent Anderson, Jackson, Mississippi, Board of Trustees of the Department of Archives and History, term beginning January 1, 2010 and ending December 31, 2015.","Other",,,
"HR 66","Rev. Dr. Jerry Young; commend and salute charitable service and national leadership.","Resolutions",,,
"SB 2658","Revenue from leasing of channels awarded by the FCC; are public funds expendable by the state agency leasing the channels.","Technology and Communication",,,
"HB 1362","Revenue from motor vehicle parking lots and garages operated by airport authorities; exempt from state, county and local sales tax.","Transportation",,,
"HC 136","Reverend Donald E. Wildmon; commend prolific service provided to the American Family Association and upon his retirement.","Resolutions",,,
"HR 102","Reverend Dr. Jerry Young; commend and congratulate on 30th anniversary as Pastor of New Hope Baptist Church.","Resolutions",,,
"HB 1354","Revised Mississippi Limited Liability Company Act; enact.","Business and Consumers",,,
"SB 2495","Revision of state agency budgets; authorize restoration of funds and certain transfers during FY2010.","Budget, Spending and Taxes","State Agencies",,
"HC 112","Rials Creek United Methodist Church; congratulate upon 150 years of service and ministry.","Resolutions",,,
"SN 36","Richard C. Hackett, Nesbit, Mississippi, Board of Directors of the Health Care Trust Fund, term effective immediately and ending March 1, 2014, representing the 1 CD.","Other",,,
"SB 2827","Riding bailiffs; shall be employees of sheriff.","State Agencies",,,
"SB 2512","Right to work; private and public employers prohibited from permitting payroll deductions for union political activities.","Labor",,,
"HR 111","Robert Davis, Sr.; commend and congratulate on 100th birthday.","Resolutions",,,
"SB 2826","Robert E. Lee Building; authorize DFA to sell or lease.","State Agencies",,,
"HB 1276","Robert E. Lee Building; authorize DFA to sell.","State Agencies",,,
"SN 43","Robert Eugene (Bob) Cox, Maben, Mississippi, Mississippi Forestry Commission, term effective immediately and ending June 30, 2014, representing the 3 CD.","Other",,,
"SN 63","Robert Monroe (Bob) Wilkins, Brandon, Mississippi, State Board of Massage Therapy, four year term effective immediately and ending June 30, 2013.","Other",,,
"SN 71","Robert Ottis Byrd, Madison, Mississippi, Boiler and Pressure Vessel Safety Advisory Committee, term effective immediately and ending June 30, 2012, representing engineering/architectural firm.","Other",,,
"SN 34","Roger Bryan Hansen, Pascagoula, Mississippi, Boiler and Pressure Vessel Safety Advisory Committee, term effective immediately and ending October 11, 2011, representing owners and users of power boilers.","Other",,,
"SN 10","Roland Weeks, Biloxi, Mississippi, Board of Trustees of the Department of Archives and History, term beginning January 1, 2010 and ending December 31, 2015.","Other",,,
"HR 34","Rose Turner; commend upon receiving the Fannie Lou Hamer Award by the MS Workers Center for Human Rights.","Resolutions",,,
"SN 8","Rosemary Taylor Williams, Corinth, Mississippi, Board of Trustees of the Department of Archives and History, term beginning January 1, 2010 and ending December 31, 2015.","Other",,,
"HC 75","Ruby Jefferson Worsham; commend and congratulate on the occasion of her 100th birthday.","Resolutions",,,
"HB 1552","Rural Fire Truck Acquisition Assistance Program; authorize an additional round for counties and municipalities.","State Agencies",,,
"HB 726","Rural Fire Truck Acquisition Assistance Program; authorize an additional round for counties and municipalities.","State Agencies",,,
"SB 2911","Rural Fire Truck Acquisition Assistance Program; authorize an additional round for counties and municipalities.","State Agencies",,,
"HB 1236","Rural Transportation Planning Organizations; authorize MDOT to form.","Transportation",,,
"HB 1340","Rural water associations; authorize PSC to conduct management reviews on.","State Agencies",,,
"HR 107","Sacred Heart Mock Trial Team; commend on State Championship.","Resolutions",,,
"SB 2509","Salaries of certain elected state and district officials; reduce by 10%.","Labor","Government Reform",,
"SB 2610","Salary supplements for district attorneys, legal assistants and criminal investigators; authorize from nonstate funds.","Labor","Judiciary",,
"HB 1121","Sale of Checks Act; rename ""MS Money Transmitters Act: and make various amendments.","Commerce",,,
"SB 2652","Sale of Checks Act; rename ""MS Money Transmitters Act"" and make various amendments.","Commerce",,,
"HB 232","Sale or distribution of novelty lighters; prohibit and provide criminal penalties for.","Commerce","Crime",,
"SB 2286","Sale or distribution of novelty lighters; prohibit and provide criminal penalties for.","Commerce","Crime",,
"SB 2859","Sale or distribution of novelty lighters; prohibit and provide criminal penalties for.","Commerce","Crime",,
"HB 285","Sales tax and use tax; exempt finance charges from.","Budget, Spending and Taxes","Commerce",,
"HB 1589","Sales tax and use tax; exempt shipping and handling charges from.","Budget, Spending and Taxes","Commerce",,
"HB 1678","Sales tax and use tax; provide certain exemptions for business enterprises owning or operating data centers.","Budget, Spending and Taxes","Commerce",,
"SB 2361","Sales tax exemption; Ducks Unlimited fund-raising purchases.","Budget, Spending and Taxes","Commerce",,
"HB 450","Sales tax, liability; limit liability if previous Department of Revenue audits determined taxpayer to be in compliance with law.","Budget, Spending and Taxes","Commerce",,
"HB 1343","Sales tax, local; repeal requirement that certain municipalities levying tax have expenditure oversight commission.","Budget, Spending and Taxes","Commerce",,
"SB 2407","Sales tax; authorize a sales tax holiday for retail sales of hunting supplies.","Budget, Spending and Taxes","Commerce",,
"HB 1669","Sales tax; authorize sales tax holiday for retail sales of guns and certain other outdoor sporting goods.","Budget, Spending and Taxes","Commerce",,
"SB 2636","Sales tax; divert a portion derived from sales by cotton warehouses or compresses to the Boll Weevil Management Fund.","Budget, Spending and Taxes","Commerce",,
"HB 1587","Sales tax; exempt certain organizations operating long-term care facilities for adults with mental retardation.","Budget, Spending and Taxes","Commerce",,
"SB 2570","Sales tax; exempt certain organizations operating long-term care facilities solely for adults with mental retardation.","Budget, Spending and Taxes","Commerce",,
"HB 1693","Sales tax; exempt certain retail sales made as part of toy collection campaign under U.S. Marine Corps Toys for Tots Program.","Budget, Spending and Taxes","Commerce",,
"SB 2486","Sales tax; exempt retail sales of certain food for human consumption.","Budget, Spending and Taxes","Commerce",,
"HB 1602","Sales tax; exempt retail sales of exercise equipment to individuals for home use.","Budget, Spending and Taxes","Commerce",,
"HB 1692","Sales tax; exempt retail sales of fruits and vegetables.","Budget, Spending and Taxes","Commerce",,
"HB 244","Sales tax; exempt retail sales of hearing aids.","Budget, Spending and Taxes","Commerce",,
"HB 242","Sales tax; exempt sales of firearms, ammunition and hunting supplies during Second Amendment Weekend Holiday.","Budget, Spending and Taxes","Commerce",,
"HB 396","Sales tax; exempt sales of firearms, ammunition and hunting supplies during Second Amendment Weekend holiday.","Budget, Spending and Taxes","Commerce",,
"HB 1207","Sales tax; exempt sales of handguns, rifles, shotguns and ammunition during Second Amendment Weekend.","Budget, Spending and Taxes","Commerce",,
"HB 236","Sales tax; exempt sales of personal property and services to Mississippi affiliates of Habitat for Humanity International, Inc.","Budget, Spending and Taxes","Commerce",,
"HB 315","Sales tax; exempt sales of property to sdchools for use in fundraising activities.","Budget, Spending and Taxes","Commerce",,
"HB 109","Sales tax; exempt sales of tangible personal property and services to certain organizations providing food to needy persons.","Budget, Spending and Taxes","Commerce",,
"HB 1563","Sales tax; exempt sales of tangible personal property and services to East Mississippi State Hospital Friends.","Budget, Spending and Taxes","Commerce",,
"HB 868","Sales tax; exempt sales of tangible personal property and services to Edwards Street Fellowship Center.","Budget, Spending and Taxes","Commerce",,
"SB 3100","Sales tax; exempt sales of tangible personal property and services to the Military Veterans Association, Inc.","Budget, Spending and Taxes","Commerce",,
"HB 46","Sales tax; exempt sales of utilities to churches.","Budget, Spending and Taxes","Commerce",,
"HB 1613","Sales tax; impose a tax on sales of machinery and construction services at certain refineries.","Budget, Spending and Taxes","Commerce",,
"HB 1684","Sales tax; impose a tax on sales of machinery and construction services at certain refineries.","Budget, Spending and Taxes","Commerce",,
"SB 3119","Sales tax; impose a tax on sales of machinery and construction services at certain refineries.","Budget, Spending and Taxes","Commerce",,
"HB 891","Sales tax; increase diversion to municipalities.","Budget, Spending and Taxes","Commerce",,
"HB 1670","Sales tax; increase rate on sales of tickets or admissions to movie theaters.","Budget, Spending and Taxes","Commerce",,
"HB 1691","Sales tax; levy additional one cent on soft drinks.","Budget, Spending and Taxes","Commerce",,
"HB 486","Sales tax; no diversion to municipality of revenue derived from sale of tobacco if municipality prohibits/restricts tobacco use.","Budget, Spending and Taxes","Commerce",,
"HB 1019","Sales tax; provide diversion to Jackson to defray ad valorem tax loss and increased costs incurred as seat of state government.","Budget, Spending and Taxes","Commerce",,
"HB 59","Sales tax; reduce on retail sales of certain food.","Budget, Spending and Taxes","Commerce",,
"HB 151","Sales tax; reduce rate on certain sales of recycling equipment to commercial recycling facilities.","Budget, Spending and Taxes","Commerce",,
"HB 4","Sales tax; reduce rate on retail sales of motorcycles.","Budget, Spending and Taxes","Commerce",,
"HB 498","Sales tax; reduce rate on retail sales of motorcycles.","Budget, Spending and Taxes","Commerce",,
"HB 1579","Sales tax; reduce rate on sales of certain food and revise diversion to municipalities.","Budget, Spending and Taxes","Commerce",,
"HB 1580","Sales tax; reduce rate on sales of certain food and revise diversion to municipalities.","Budget, Spending and Taxes","Commerce",,
"HB 1044","Sales tax; require Department of Revenue to review sales tax exemptions relating to nonprofit organizations.","Budget, Spending and Taxes","Commerce",,
"HB 1045","Sales tax; require Department of Revenue to study and prepare a report on sales tax exemptions relating to nonprofit organizations.","Budget, Spending and Taxes","Commerce",,
"HB 269","Sales tax; require sales receipts to differentiate between food sales and other sales if tax is reduced on sales of certain food.","Budget, Spending and Taxes","Commerce",,
"SB 2469","Sales tax; revise definition of business"" to exclude food sales paid by certain declining balance debit cards.","Budget, Spending and Taxes","Commerce",,
"HB 322","Sales tax; revise exemption for transfers of motor vehicles between certain family members.","Budget, Spending and Taxes","Commerce",,
"HB 502","Sales tax; temporarily reduce rate on retail sales of private carriers of passengers and light carriers of property.","Budget, Spending and Taxes","Commerce",,
"HB 246","Sales taxation; exempt Central Mississippi Prevention Service, Inc.","Budget, Spending and Taxes","Commerce",,
"SB 2044","Sales taxation; exempt retail sales of school supplies during the last weekend in July.","Budget, Spending and Taxes","Commerce",,
"SB 2181","Sales taxation; exempt retail sales of school supplies during the last weekend in July.","Budget, Spending and Taxes","Commerce",,
"SB 3101","Sales taxation; exempt the sale of property and services used in the improvement of realty for churches or religious association.","Budget, Spending and Taxes","Commerce",,
"SB 2684","Sales taxation; reduce rate on sales of unprepared food for human consumption.","Budget, Spending and Taxes","Commerce",,
"HB 840","Sales under execution; reduce time period during which those sales may be held.","Commerce",,,
"SB 2917","Saltwater fishing license; require lifetime license for persons 65 and older for a one-time fee.","Legal Issues","Senior Issues","Recreation",
"HB 358","Salvage certificate of title; revise manner by which title is obtained.","Legal Issues",,,
"HB 414","Salvage motor vehicles; provide for issuance of certificates of title.","Transportation",,,
"SN 49","Sam Forbert, Jr., Meridian, Mississippi, Veterans Home Purchase Board, term effective immediately and ending June 30, 2012, representing the 3 CD.","Other",,,
"SN 25","Samuel W. (Sam Walker) Walker, Jr., Jackson, Mississippi, Mississippi Industries for the Blind, term effective immediately and ending June 30, 2013, representing a member with finance experience.","Other",,,
"SN 26","Samuel Wesley (Sam) Moore, III, Brandon, Mississippi, Board of Directors of the Mississippi Prison Industry Corporation, term effective immediately and ending May 5, 2011, representing marketing.","Other",,,
"HR 45","Sara Nelson; commend her dedicated service of volunteerism upon being honored as the 2009 Volunteer Fundraiser of the Year for MS.","Resolutions",,,
"HB 1046","Scenic Streams Program; Add certain rivers.","Environmental",,,
"HB 1162","Scholarship; create program for law students who agree to work as attorney for Mississippi Legal Services.","Education",,,
"HB 401","School ad valorem taxes; transfer school board's authority to increase to levying authority.","Education",,,
"HB 1279","School administrators; prohibit districts from hiring as consultant if last employed by a failing district.","Education",,,
"SB 2147","School board members elected in all districts; superintendents appointed after January 1, 2012.","Education",,,
"SB 2446","School board members elected in all districts; superintendents appointed after January 1, 2012.","Education",,,
"HB 1514","School boards; require members of certain to be elected at time of general elections.","Education","Campaign Finance and Election Issues",,
