"Sheboygan, City of",Municipal and County Issues,,,,
Sheboygan County,Municipal and County Issues,,,,
School — Consolidation or reorganization,Education,Legislative Affairs,Municipal and County Issues,,
School  Attendance  Compulsory,Education,Legal Issues,Family and Children Issues,,
Room tax,"Budget, Spending and Taxes",,,,
Road  Finance,Transportation,"Budget, Spending and Taxes",,,
Recodification,Legal Issues,Government Reform,Judiciary,,
Real property  Agent,Housing and Property,,,,
"Railroads  Commissioner, Office of",Transportation,State Agencies,,,
Public employee — Hours of labor,Labor and Employment,State Agencies,,,
Public employee  Vacations,Labor and Employment,Recreation,State Agencies,,
Prisoner — Work program,Crime,Labor and Employment,State Agencies,,
Pierce County,Municipal and County Issues,,,,
Nonmarital child,Family and Children Issues,Reproductive Issues,,,
"Marshfield, City of",Municipal and County Issues,,,,
Marquette County,Municipal and County Issues,,,,
Lie detector,Legal Issues,Judiciary,Crime,,
Legislature — Rules — Joint,Legislative Affairs,Government Reform,State Agencies,,
Legislature — Member — Compensation,Legislative Affairs,Labor and Employment,"Budget, Spending and Taxes",,
Legislative Technology Services Bureau,Legislative Affairs,Technology and Communication,,,
"La Crosse, City of",Municipal and County Issues,,,,
Juvenile court — Jurisdiction,Crime,Legal Issues,Judiciary,,
Judge  Circuit court,Judiciary,Legal Issues,,,
Jefferson County,Municipal and County Issues,,,,
Insurance  Life and accident,Insurance,Legal Issues,,,
Inflation,"Budget, Spending and Taxes",Commerce,,,
Horses,Animal Rights and Wildlife Issues,,,,
"Health Services, Department of  Administration",Health,State Agencies,,,
Harbor,Transportation,Trade,"Federal, State and Local Relations",,
Grain marketing,Business and Consumers,Commerce,,,
Fond du Lac County,Municipal and County Issues,,,,
Flood plain zoning,Municipal and County Issues,Legislative Affairs,,,
Fish and fishing  Commercial,Animal Rights and Wildlife Issues,Agriculture and Food,Business and Consumers,,
Executive office,Executive Branch,,,,
Excise tax,"Budget, Spending and Taxes",,,,
Estate of deceased person,Insurance,Legal Issues,Family and Children Issues,,
English language,Arts and Humanities,Education,,,
Elections — Advertising,Campaign Finance and Election Issues,,,,
Elections  Contested elections,Campaign Finance and Election Issues,,,,
"Eau Claire, City of",Municipal and County Issues,,,,
Dunn County,Municipal and County Issues,,,,
Door County,Municipal and County Issues,,,,
Dodge County,Municipal and County Issues,,,,
Creditor,"Budget, Spending and Taxes",Commerce,Labor and Employment,,
"Credit Unions, Office of","Budget, Spending and Taxes",Commerce,State Agencies,,
Court  Traffic,Judiciary,,,,
Conservation Congress,Animal Rights and Wildlife Issues,Environmental,State Agencies,,
Civil right,Civil Liberties and Civil Rights,,,,
Beverage,Agriculture and Food,,,,
Auction,Commerce,,,,
"Assembly, Unlawful",Crime,Legal Issues,,,
Alcohol beverage,Drugs,,,,
Agricultural education,Agriculture and Food,Education,,,
Advertisement  Fraudulent,Commerce,Business and Consumers,Legal Issues,,
Administrative procedure,Legislative Affairs,,,,
World Dairy Center Authority,Agriculture and Food,State Agencies,"Federal, State and Local Relations",,
"Waukesha, City of",Municipal and County Issues,,,,
Wage — Minimum,Labor and Employment,Legal Issues,,,
Village  Elections,Municipal and County Issues,Campaign Finance and Election Issues,,,
Vending machine,Other,,,,
University of Wisconsin — University extension,Education,,,,
University of Wisconsin — Two year campus,Education,,,,
University of Wisconsin — Courses,Education,,,,
University of Wisconsin  Faculty,Education,Labor and Employment,,,
University of Wisconsin  Employee,Education,Labor and Employment,,,
University of Wisconsin  Building,Education,Housing and Property,,,
"United States — Veterans Affairs, Department of",Military,"Federal, State and Local Relations",,,
"United States — Labor, Department of",Labor and Employment,"Federal, State and Local Relations",,,
"United States — Health and Human Services, Department of",Health,Public Services,"Federal, State and Local Relations",,
United States — Food and Drug Administration,Agriculture and Food,Drugs,"Federal, State and Local Relations",,
United States  Marine Corps,Military,"Federal, State and Local Relations",,,
United States  Environmental Protection Agency,Environmental,Animal Rights and Wildlife Issues,"Federal, State and Local Relations",,
"United States  Defense, Department of",Military,State Agencies,"Federal, State and Local Relations",,
Trempealeau County,Municipal and County Issues,,,,
Town — Officers,Municipal and County Issues,Military,Public Services,,
Town  Elections,Municipal and County Issues,Campaign Finance and Election Issues,,,
Town  Board,Municipal and County Issues,State Agencies,,,
Teacher — Contract,Education,Labor and Employment,Legal Issues,,
Teacher  Salary,Education,Labor and Employment,"Budget, Spending and Taxes",,
Sureties,Other,,,,
State printing,Other,,,,
State Fair Park Board,Recreation,State Agencies,,,
"Special session, 2009  December",Legislative Affairs,,,,
School  Bonds,Education,"Budget, Spending and Taxes",,,
Sawyer County,Municipal and County Issues,,,,
Sauk County,Municipal and County Issues,,,,
Rusk County,Municipal and County Issues,,,,
Railroad — Taxation,Transportation,"Federal, State and Local Relations","Budget, Spending and Taxes",,
Railroad — Passenger service,Transportation,Business and Consumers,,,
Racing,Recreation,,,,
"Quality Home Care Authority, Wisconsin",Health,Senior Issues,State Agencies,,
Public officers  Salary,Labor and Employment,State Agencies,,,
Public Records Board,Public Services,State Agencies,,,
Property tax — Assessment,"Budget, Spending and Taxes",Housing and Property,Commerce,,
Poultry,Agriculture and Food,Animal Rights and Wildlife Issues,,,
"Portage, City of",Municipal and County Issues,,,,
Polk County,Municipal and County Issues,,,,
Park  County,Municipal and County Issues,,,,
Optometry,Health,Science and Medical Research,,,
Occupational safety,Labor and Employment,Insurance,Health,,
Municipality — Incorporation,Municipal and County Issues,Commerce,,,
Municipality — Consolidation,Municipal and County Issues,Commerce,,,
Motor vehicle  Publicly-owned,Transportation,,,,
Moped,Transportation,Recreation,,,
Mineral rights,,,,,
Milwaukee — Fire department,Municipal and County Issues,State Agencies,,,
Milwaukee County  — Circuit court,Municipal and County Issues,Legal Issues,Judiciary,,
Milwaukee  City council,Municipal and County Issues,State Agencies,,,
Medal of Honor,Resolutions,Military,,,
"Legislature — Audit Committee, Joint Legislative",Legislative Affairs,"Budget, Spending and Taxes",State Agencies,,
Legislature  Rules  Joint,Legislative Affairs,Legal Issues,,,
"Legislature  Legislative Organization, Joint Committee on",Legislative Affairs,State Agencies,,,
Legislature  Employee,Legislative Affairs,Labor and Employment,,,
La Crosse County,Municipal and County Issues,,,,
Junkyard,Municipal and County Issues,Environmental,Public Services,,
Juneau County,Municipal and County Issues,,,,
Judicial Council,Judiciary,State Agencies,,,
Judicial Commission,Judiciary,Legislative Affairs,,,
Judge  Appellate court,Judiciary,Legal Issues,,,
"Investment, Government fund","Budget, Spending and Taxes","Federal, State and Local Relations",State Agencies,,
Insurance  Fraternal,Insurance,,,,
Green Lake County,Municipal and County Issues,,,,
"Green Bay, City of",Municipal and County Issues,,,,
Great Lakes Indian Fish and Wildlife Commission,Municipal and County Issues,Animal Rights and Wildlife Issues,Recreation,,
Gasoline — Taxation,Energy,"Budget, Spending and Taxes",Commerce,,
Garnishment,other,,,,
Franchise,Business and Consumers,Commerce,,,
"Fond du Lac, City of",Municipal and County Issues,,,,
Fish and fishing  Rough fish,Animal Rights and Wildlife Issues,Recreation,Environmental,,
Fiduciaries,Judiciary,Legal Issues,,,
"Extraordinary session, 2009  May",Legislative Affairs,,,,
"Extraordinary session, 2009  December",Legislative Affairs,,,,
Estate tax,"Budget, Spending and Taxes",Housing and Property,Insurance,,
Epilepsy,Health,Science and Medical Research,,,
Elections  Advertising,Campaign Finance and Election Issues,Technology and Communication,,,
Drainage,Environmental,,,,
Crime and criminals — Gang activity,Crime,,,,
Court  Commissioner,Judiciary,,,,
County — Health department,Municipal and County Issues,Health,,,
County  Elections,Municipal and County Issues,Campaign Finance and Election Issues,,,
Constable,Legal Issues,,,,
Commercial feed,Agriculture and Food,Health,,,
Clark County,Municipal and County Issues,,,,
Cigarette  Taxation,Drugs,"Budget, Spending and Taxes",Health,,
Cigarette,Drugs,,,,
Bird,Animal Rights and Wildlife Issues,,,,
Bees,Animal Rights and Wildlife Issues,,,,
Arts Board,Arts and Humanities,State Agencies,,,
Art,Arts and Humanities,,,,
Animal — Disease,Animal Rights and Wildlife Issues,Health,,,
Air conditioning,Energy,Other,,,
"Aging and Long-Term Care, Board on",Senior Issues,Health,State Agencies,,
Age and employment,Senior Issues,Labor and Employment,,,
Administrative code,Legislative Affairs,State Agencies,,,
Adams County,Municipal and County Issues,,,,
"Workforce Resources, Inc.",Labor and Employment,Business and Consumers,,,
Wills,Housing and Property,Legal Issues,Family and Children Issues,,
Washburn County,Municipal and County Issues,,,,
Walworth County,Municipal and County Issues,,,,
Village  Taxation,Municipal and County Issues,"Budget, Spending and Taxes",,,
Vilas County,Municipal and County Issues,,,,
Veteran  Pension,Military,Labor and Employment,,,
Vernon County,Municipal and County Issues,,,,
Vaccination,Health,Family and Children Issues,,,
University of Wisconsin  Whitewater,Education,Municipal and County Issues,,,
University of Wisconsin  Two year campus,Education,,,,
University of Wisconsin  Superior,Education,Municipal and County Issues,,,
University of Wisconsin  Stout,Education,Municipal and County Issues,,,
University of Wisconsin  River Falls,Education,Municipal and County Issues,,,
University of Wisconsin  Parkside,Education,Municipal and County Issues,,,
University of Wisconsin  Oshkosh,Education,Municipal and County Issues,,,
University of Wisconsin  Law School,Education,Legal Issues,,,
University of Wisconsin  Green Bay,Education,Municipal and County Issues,,,
University of Wisconsin  Eau Claire,Education,Municipal and County Issues,,,
University of Wisconsin  College of Agricultural and Life Sciences,Education,Agriculture and Food,Science and Medical Research,,
United States  Supreme Court,"Federal, State and Local Relations",Judiciary,Legal Issues,,
United States  Internal Revenue Service,"Federal, State and Local Relations","Budget, Spending and Taxes",,,
United States  Interior Department,"Federal, State and Local Relations",,,,
United States  Food and Drug Administration,"Federal, State and Local Relations",Agriculture and Food,Drugs,,
United States  Federal Highway Administration,"Federal, State and Local Relations",Transportation,,,
United States  Energy Department,"Federal, State and Local Relations",Energy,,,
Town  Taxation,Municipal and County Issues,"Budget, Spending and Taxes",,,
Town  Meeting,Municipal and County Issues,State Agencies,,,
Taylor County,Municipal and County Issues,,,,
Supreme court — Employee,"Federal, State and Local Relations",Judiciary,Labor and Employment,,
Sunday observance,Social Issues,,,,
Summons,Legal Issues,,,,
Statutes,Legal Issues,,,,
"Stanley, City of",Municipal and County Issues,,,,
St. Croix County,Municipal and County Issues,,,,
Sentencing Commission,Legal Issues,State Agencies,,,
Seed,Agriculture and Food,Environmental,,,
Richland County,Municipal and County Issues,,,,
Retirement — Teacher,Education,Labor and Employment,Insurance,,
Rendering plant,Other,,,,
Refugees,Immigration,Social Issues,,,
Public utility  Taxation,Municipal and County Issues,Energy,"Budget, Spending and Taxes",,
Public land  Sale,Municipal and County Issues,Housing and Property,"Budget, Spending and Taxes",,
Public employee  Travel provisions,Legislative Affairs,Recreation,"Budget, Spending and Taxes",,
Probate code and court procedure,Legal Issues,Judiciary,,,
Price County,Municipal and County Issues,,,,
Portage County,Municipal and County Issues,,,,
Pardon,Legal Issues,Judiciary,,,
Ozaukee County,Municipal and County Issues,,,,
"Oshkosh, City of",Municipal and County Issues,,,,
Oneida County,Municipal and County Issues,,,,
Oleomargarine,Agriculture and Food,,,,
Oconto County,Municipal and County Issues,,,,
Municipality — Council,Municipal and County Issues,,,,
Municipality  Incorporation,Municipal and County Issues,Business and Consumers,,,
Motorcycle  Taxation or registration,Transportation,Legal Issues,"Budget, Spending and Taxes",,
Migrant labor,Labor and Employment,Immigration,,,
Menominee County,Municipal and County Issues,,,,
Memorial to Congress,Resolutions,"Federal, State and Local Relations",,,
Marquette Dental School,Municipal and County Issues,Education,Science and Medical Research,,
Marathon County,Municipal and County Issues,,,,
Lincoln County,Municipal and County Issues,,,,
"Legislature  Employment Relations, Joint Committee on",Legislative Affairs,Labor and Employment,,,
Legal aid,Legal Issues,,,,
Law,Legal Issues,Judiciary,"Federal, State and Local Relations",,
Langlade County,Municipal and County Issues,,,,
Land and Water Conservation Board,Environmental,State Agencies,,,
Judge — Salary,Judiciary,Labor and Employment,"Budget, Spending and Taxes",,
Jackson County,Municipal and County Issues,,,,
Iowa County,Municipal and County Issues,,,,
Inquest,Legal Issues,,,,
Income tax  Delinquent,"Budget, Spending and Taxes",Legal Issues,,,
Green County,Municipal and County Issues,,,,
Grant County,Municipal and County Issues,,,,
Governor  Cabinet,Executive Branch,Legislative Affairs,,,
Good Samaritan,Social Issues,Resolutions,,,
Fur farm,Animal Rights and Wildlife Issues,Commerce,,,
Fireworks,Recreation,Legal Issues,,,
Fences,Housing and Property,,,,
Federal trade commission,"Federal, State and Local Relations",Trade,State Agencies,,
Farmer,Labor and Employment,Agriculture and Food,,,
"Extraordinary session, 2009  February",Legislative Affairs,,,,
Environmental Education Board,Environmental,Education,State Agencies,,
Electrician,Labor and Employment,Energy,,,
Douglas County,Municipal and County Issues,,,,
Data processing  Privacy issues,Technology and Communication,Social Issues,,,
Criminal code,Crime,Legal Issues,,,
Crawford County,Municipal and County Issues,,,,
County  Highway department,Municipal and County Issues,Transportation,,,
"Constitution, Wisconsin",Government Reform,Legal Issues,State Agencies,,
Communism,Social Issues,Other,,,
Columbia County,Municipal and County Issues,,,,
Cats,Animal Rights and Wildlife Issues,,,,
Burnett County,Municipal and County Issues,,,,
Buffalo County,Municipal and County Issues,,,,
Bonds  County,Municipal and County Issues,"Budget, Spending and Taxes",,,
Boat  Taxation or registration,Transportation,Recreation,"Budget, Spending and Taxes",Legal Issues,
Bingo,Gambling and Gaming,,,,
Benevolent association,Social Issues,Welfare and Poverty,,,
Barron County,Municipal and County Issues,,,,
Bankruptcy,"Budget, Spending and Taxes",Legal Issues,,,
Bank  Loans,"Budget, Spending and Taxes",,,,
Arizona,"Federal, State and Local Relations",,,,
Architect,Labor and Employment,,,,
Animal  Disease,Animal Rights and Wildlife Issues,Health,,,
Aid to families with dependent children,Family and Children Issues,Welfare and Poverty,,,
Advertisement — Fraudulent,Business and Consumers,Legal Issues,,,
