"Emergency room crowding.","Public Services","Health",,
"Emergency medical services: trauma center: helicopter landing pad.","Public Services","Health","Transportation",
"Emergency medical services: regulation.","Public Services","Health",,
"Emergency medical services: defibrillators.","Public Services","Health",,
"Emergency medical services. ","Public Services","Health",,
"Emergency medical care: billing.","Public Services","Health",,
"Emergency medical care.","Public Services","Health",,
"Emergency medical assistance: administration of diastat.","Public Services","Health",,
"Emergency apportionments: repayment: charter schools.","Public Services","Education",,
"Emergency air medical transportation providers: penalty levy: reimbursement augmentation.","Public Services","Health","Legal Issues",
"Emergency Telephone Users Surcharge Act: prepaid communications service.","Public Services","Technology and Communication",,
"Emergency Services: Silver Alert System.","Public Services",,,
"Emergency Medical Services Week.","Public Services",,,
"Emergency Alert System: law enforcement officers.","Public Services",,,
"Emergencies: communication.","Public Services","Technology and Communication",,
"Elsinore Valley Cemetary.","Other",,,
"Electronic waste: state agencies.","Technology and Communication",,,
"Electronic waste recycling.","Technology and Communication","Environmental",,
"Electronic waste recovery payments.","Technology and Communication","Environmental",,
"Electronic transactions: notarized signatures.","Technology and Communication",,,
"Electronic transactions: exceptions.","Technology and Communication",,,
"Electronic service of process.","Technology and Communication",,,
"Electronic monitoring: criminal offenders. ","Technology and Communication","Crime",,
"Electronic instructional materials.","Technology and Communication",,,
"Electronic control devices.","Technology and Communication",,,
"Electronic cigarettes.","Technology and Communication","Health",,
"Electronic access to claims information.","Technology and Communication",,,
"Electroconductive weapons.","Technology and Communication",,,
"Electricity: smart meters.","Energy",,,
"Electricity: smart grid systems.","Energy",,,
"Electricity: self-generation incentive program.","Energy",,,
"Electricity: rates: plant held for future use account.","Energy",,,
"Electricity: plug-in hybrid and electric vehicles.","Energy","Transportation",,
"Electricity: charges: charitable organizations.","Energy",,,
"Electricity: air pollution.","Energy","Environmental",,
"Electricity: Pacific Gas and Electric Company: seismic fault: survey.","Energy",,,
"Electricity.","Energy",,,
"Electrical transmission: renewable energy resources.","Energy",,,
"Electrical transmission towers.","Energy",,,
"Electrical transmission system.","Energy",,,
"Electrical infrastructure: plug-in hybrid and electric vehicles.","Energy","Transportation",,
"Electrical corporations.","Energy",,,
"Electrical corporation energy efficiency programs.","Energy",,,
"Electrical and gas corporations: collection of charges.","Energy",,,
"Electric vehicles: electric vehicle owner education handbook.","Energy","Transportation",,
"Electric service: investments.","Energy",,,
"Electric service providers: reporting requirements","Energy",,,
"Electric and gas utility service: master-meter customers.","Energy",,,
"Elections: write-in candidates.","Campaign Finance and Election Issues",,,
"Elections: voting system.","Campaign Finance and Election Issues",,,
"Elections: voting procedures. ","Campaign Finance and Election Issues",,,
"Elections: voting devices.","Campaign Finance and Election Issues",,,
"Elections: voter registration and ballots.","Campaign Finance and Election Issues",,,
"Elections: voter participation.","Campaign Finance and Election Issues",,,
"Elections: vote by mail voting: military personnel.","Campaign Finance and Election Issues",,,
"Elections: vote by mail ballots. ","Campaign Finance and Election Issues",,,
"Elections: statewide ballot pamphlet.","Campaign Finance and Election Issues",,,
"Elections: state central committee.","Campaign Finance and Election Issues",,,
"Elections: special vote by mail voter.","Campaign Finance and Election Issues",,,
"Elections: sample ballots.","Campaign Finance and Election Issues",,,
"Elections: results.","Campaign Finance and Election Issues",,,
"Elections: registration. ","Campaign Finance and Election Issues",,,
"Elections: recounts.","Campaign Finance and Election Issues",,,
"Elections: ranked voting.","Campaign Finance and Election Issues",,,
"Elections: proof of identification.","Campaign Finance and Election Issues",,,
"Elections: prohibiting payments.","Campaign Finance and Election Issues",,,
"Elections: prohibited activities.","Campaign Finance and Election Issues",,,
"Elections: primary election ballots.","Campaign Finance and Election Issues",,,
"Elections: precinct maps.","Campaign Finance and Election Issues",,,
"Elections: poll workers.","Campaign Finance and Election Issues","Labor and Employment",,
"Elections: petitions.","Campaign Finance and Election Issues",,,
"Elections: payment of expenses.","Campaign Finance and Election Issues",,,
"Elections: names of candidates.","Campaign Finance and Election Issues",,,
"Elections: initiative measures.","Campaign Finance and Election Issues",,,
"Elections: failsafe ballots.","Campaign Finance and Election Issues",,,
"Elections: electioneering.","Campaign Finance and Election Issues",,,
"Elections: community college districts.","Campaign Finance and Election Issues",,,
"Elections: certificate of election or nomination.","Campaign Finance and Election Issues",,,
"Elections: campaign signs: vandalism.","Campaign Finance and Election Issues",,,
"Elections: ballot measures. ","Campaign Finance and Election Issues",,,
"Elections: ballot handling.","Campaign Finance and Election Issues",,,
"Elections: Democratic Party.","Campaign Finance and Election Issues",,,
"Elections: County of Orange.","Campaign Finance and Election Issues","Municipal and County Issues",,
"Elections: 26th Senatorial District.","Campaign Finance and Election Issues",,,
"Election results.","Campaign Finance and Election Issues",,,
"Election precincts.","Campaign Finance and Election Issues",,,
"Elected officials: residency requirements. ","Campaign Finance and Election Issues",,,
"Elderly care: continuing care contracts: financial reporting requirements. ","Senior Issues","Health",,
"Elder dearth review teams: information requests.","Senior Issues",,,
"Elder and dependent adult abuse: restitution: earnings assignment orders.","Senior Issues","Crime",,
"Elder and dependent adult abuse.","Senior Issues","Crime",,
"Elder and dependent abuse reporting: repeal date.","Senior Issues","Crime",,
"Elder abuse.","Senior Issues","Crime",,
"Elder Economic Security Standard Index.","Other",,,
"El Salvador Community Corridor.","Other",,,
"Educational materials.","Education",,,
"Educational finance: regional occupational centers or programs.","Education",,,
"Educational equity: Title IX.","Education","Sexual Orientation and Gender Issues",,
"Educational counseling.","Education",,,
"Education: workforce preparation.","Education",,,
"Education: the Healthy Schools Act of 2010.","Education","Health",,
"Education: teacher evaluations.","Education",,,
"Education: teacher credentialing.","Education",,,
"Education: stem cell research. ","Education","Science and Medical Research",,
"Education: school nurses.","Education","Health",,
"Education: school finance.","Education",,,
"Education: performance accountability.","Education",,,
"Education: open enrollment.","Education",,,
"Education: minimum funding.","Education",,,
"Education: instructional material.","Education",,,
"Education: foster youth.","Education","Family and Children Issues",,
"Education: finance.","Education",,,
"Education: educational material.","Education",,,
"Education: education technology.","Education","Technology and Communication",,
"Education: economics: financial literacy.","Education",,,
"Education: class size.","Education",,,
"Education: civics.","Education",,,
"Education: childhood obesity.","Education","Health",,
"Education: alternative school performance. ","Education",,,
"Education: achievement gap.","Education","Social Issues",,
"Education: academic performance.","Education",,,
"Education: English learners.","Education",,,
"Education: After school Education and Safety Program: volunteers.","Education",,,
"Education. ","Education",,,
"Education technology: grants.","Education","Technology and Communication",,
"Education technology.","Education","Technology and Communication",,
"Education governance.","Education",,,
"Education funds: Race to the Top.","Education",,,
"Education funding: maximum categorical education flexibility pilot program.","Education",,,
"Education funding: child development centers and preschools.","Education",,,
"Education finance: working group.","Education",,,
"Education finance: school-based financial reporting system.","Education",,,
"Education finance: revenue limit apportionments.","Education",,,
"Education finance: inflation adjustment.","Education",,,
"Education finance: inflation adjustment to revenue limits.","Education",,,
"Education finance: federal tax credit bond volume cap.","Education",,,
"Education finance: county offices of education.","Education",,,
"Education finance: cash out refinancing.","Education",,,
"Education finance: Year-Round School Grant Program.","Education",,,
"Education finance: Vallejo City Unified School District.","Education",,,
"Education finance: The Opportunity to Learn Block Grant.","Education",,,
"Education finance: School Safety Consolidated Competitive Grant.","Education",,,
"Education finance districts: taxes.","Education","Budget, Spending, and Taxes",,
"Education Governance Commission.","Education",,,
"Ed Roberts Day.","Resolutions",,,
"Economy hotels: police calls.","Business and Consumers",,,
"Economic poisons: methyl bromide.","Health",,,
"Economic development: projects.","Commerce",,,
"Economic development: military base closure.","Commerce","Military",,
"Economic development: job creation.","Commerce",,,
"Economic development: Omnibus bill.","Commerce",,,
"Economic development: California Infrastructure and Economic Development Bank: local assistance program.","Commerce",,,
"Economic Crime Act of 1992: reenactment.","Crime",,,
"Eating Disorders Awareness Week.","Health","Resolutions",,
"Eastern San Joaquin County Water District. ","Environmental",,,
"Earthquake preparedness: the Great California ShakeOut.","Resolutions",,,
"Earthquake insurance: coverage offer.","Insurance",,,
"Earth Week 2009.","Environmental","Resolutions",,
"Earnings withholding orders.","Other",,,
"Early Learning Quality Improvement System.","Education",,,
"Early College High School Week.","Education",,,
"Dungeness crab traps.","Animal Rights and Wildlife Issues",,,
"Dual status children: access to services.","Family and Children Issues",,,
"Drugs and devices: labeling: expiration date: best before date.","Health",,,
"Drugs and devices.","Health",,,
"Drug paraphernalia.","Crime",,,
"Drug overdose treatment: liability. ","Crime",,,
"Dropout acknowledgment form.","Education",,,
"Driving under the influence: transdermal alcohol monitoring.","Crime","Transportation",,
"Driving under the influence: administrative hearing.","Crime","Transportation",,
"Driving under the influence (DUI): refusal to submit to chemical tests.","Crime","Transportation",,
"Driving schools.","Education","Transportation",,
"Drinking water: private wells: county regulation.","Environmental","Health",,
"Drinking water: federal stimulus funding.","Environmental","Health","Federal, State, and Local Relations",
"Dr. Martin Luther King, Jr. Day. ","Resolutions",,,
"Douglas B. Dunaway Memorial Bridge.","Transportation",,,
"Donative transfers: restrictions.","Other",,,
"Donahoe Higher Education Act.","Education",,,
"Domestic worker rights.","Labor and Employment",,,
"Domestic violence: restraining order.","Crime","Social Issues",,
"Domestic violence: restraining or protective order: aggressor. ","Crime","Social Issues",,
"Domestic violence: refusal to testify.","Crime","Social Issues",,
"Domestic violence: marriage license fees.","Crime","Social Issues",,
"Domestic violence: corporal injury.","Crime","Social Issues","Judiciary",
"Domestic violence proceedings: conditional examination of witnesses.","Crime","Social Issues",,
"Domestic violence probationer: minimum payment.","Crime","Social Issues",,
"Domestic violence incident report.","Crime","Social Issues",,
"Domestic violence grants.","Crime","Social Issues",,
"Domestic partner registration: termination.","Family and Children Issues",,,
"Dogs and cats: spaying and neutering.","Animal Rights and Wildlife Issues",,,
"Dogs and cats: breeders.","Animal Rights and Wildlife Issues",,,
"Dogfighting forfeitures.","Animal Rights and Wildlife Issues",,,
"Dog fighting.","Animal Rights and Wildlife Issues",,,
"Division of Occupational Safety and Health: expenditures.","Health","State Agencies",,
"Diversion: veterans.","Military",,,
"Disturbing the public peace.","Legal Issues",,,
"Distributed generation: small wind energy systems.","Energy",,,
"Distributed generation.","Energy",,,
"Dissolution: disclosure.","Other",,,
"Dispute resolution.","Other",,,
"Disposition of state property: services contracts.","State Agencies",,,
"Disposition of remains: authorized agent.","Health",,,
"Disposition of human remains: alkaline hydrolysis.","Health",,,
"Dispensing opticians.","Health",,,
"Discrimination: housing.","Housing and Property","Civil Liberties and Civil Rights",,
"Discount buying services.","Commerce",,,
"Disclosure of improper governmental activities: University of California: damages.","Government Reform","Education",,
"Disaster response.","Public Services",,,
"Disaster relief: Santa Barbara County.","Public Services","Municipal and County Issues",,
"Disaster relief: County of Humboldt earthquake.","Public Services","Municipal and County Issues",,
"Disaster preparedness.","Public Services",,,
"Disaster assistance: certification.","Public Services",,,
"Disaster assistance: 49 Fire.","Public Services",,,
"Disaster assistance.","Public Services",,,
"Disabled persons: equal access remedies.","Civil Liberties and Civil Rights",,,
"Disabled persons: employment.","Labor and Employment",,,
"Disabled person and disabled veteran license plates.","Health","Military","Transportation",
"Disability insurance: premium payments: grace periods.","Insurance",,,
"Disability History Week.","Resolutions",,,
"Director of Industrial Relations.","Commerce",,,
"Director of California Biotechnology Retention and Recruitment: duties.","Science and Medical Research","State Agencies",,
"Direct service contracts.","Labor and Employment",,,
"Diesel vehicles and engines.","Transportation",,,
"Diesel generators: health facilities.","Energy","Health",,
"Diesel fuel tax exemption: biodiesel.","Energy",,,
"Dia de los Ninos.","Resolutions",,,
"Developmental services: stakeholder groups.","Other",,,
"Developmental services: planning teams.","Other",,,
"Developmental services: housing.","Housing and Property",,,
"Developmental services: consumer abuse registry.","Business and Consumers",,,
"Developmental disabilities.","Health",,,
"Development: expedited permit review.","Other",,,
"Detective Monty L. Conley and Detective Joe R. Landin Memorial Highway.","Transportation",,,
"Destructive devices: registration.","Other",,,
"Design-sequencing contracts.","Labor and Employment",,,
"Design-build: metropolitan water districts: solar energy systems.","Energy",,,
"Design-build procurement: Los Angeles County Metropolitan Transportation Authority.","Municipal and County Issues","Transportation",,
"Design-build contracts: Labor compliance program: exemptions.","Labor and Employment",,,
"Deputy Sheriff Kenneth James Collier Memorial Bridge.","Transportation",,,
"Deputy Sheriff Joel B. Wahlenmaier Memorial Highway.","Transportation",,,
"Deputy Kent Hintergardt Memorial Highway.","Transportation",,,
"Deputy James Throne Memorial Highway.","Transportation",,,
"Deputy David G. Graves Memorial Freeway.","Transportation",,,
"Deputy Chief Kenneth O. Garner Memorial Highway.","Transportation",,,
"Dependent children: review hearings.","Family and Children Issues",,,
"Dependent children: relative caregivers and foster parents.","Family and Children Issues",,,
"Dependent children: locating extended family members","Family and Children Issues",,,
"Department of Water Resources: refunding bonds.","State Agencies","Military","Housing and Property",
"Department of Veterans Affairs: veterans’ homes: yearly fiscal estimate package.","State Agencies","Military",,
"Department of Veterans Affairs: study: veterans benefits.","State Agencies","Military",,
"Department of Veterans Affairs: inventory of resources.","State Agencies","Military",,
"Department of Veterans Affairs: contracts: veterans service organizations.","State Agencies","Military",,
"Department of Veterans Affairs: administration: agreements with other agencies.","State Agencies","Military",,
"Department of Veterans Affairs: administration: California Veterans Board.","State Agencies","Military",,
"Department of Transportation: Division of Rail.","State Agencies","Transportation",,
"Department of Rehabilitation: blindness.","State Agencies","Health",,
"Department of Railroads. ","State Agencies","Transportation",,
"Department of Public Safety.","State Agencies","Public Services","Health",
"Department of Parks and Recreation.","State Agencies","Environmental","Recreation",
"Department of Motor Vehicles: public records: addresses.","State Agencies","Transportation",,
"Department of Managed Health Care: rulemaking.","State Agencies","Health",,
"Department of Industrial Relations: ombudsman.","State Agencies","Commerce",,
"Department of Industrial Relations: funds: employer surcharges: regulations.","State Agencies","Commerce",,
"Department of Industrial Relations: expenditures.","State Agencies","Commerce",,
"Department of Housing and Community Development: bond fund expenditures: report.","State Agencies","Housing and Property",,
"Department of Housing and Community Development: annual report.","State Agencies","Housing and Property",,
"Department of Food and Agriculture: refunds.","State Agencies","Agriculture and Food",,
"Department of Fish and Game: scientific collector’s permits.","State Agencies","Animal Rights and Wildlife Issues",,
"Department of Fish and Game: licenses and other entitlements.","State Agencies","Animal Rights and Wildlife Issues",,
"Department of Fish and Game: lake or streambed alteration agreements.","State Agencies","Animal Rights and Wildlife Issues",,
"Department of Fish and Game.","State Agencies","Animal Rights and Wildlife Issues",,
"Department of Finance: supervisory powers.","State Agencies","Commerce",,
"Department of Corrections and Rehabilitation: inmates and wards: classification.","State Agencies","Crime",,
"Department of Corrections and Rehabilitation: contracts: county veterans service officers: incarcerated veterans.","State Agencies","Crime",,
"Department of Corrections and Rehabilitation: administration: rulemaking procedures.","State Agencies","Crime",,
"Department of Corrections and Rehabilitation: accountability.","State Agencies","Crime",,
"Department of Consumer Affairs: regulatory boards.","State Agencies","Business and Consumers",,
"Department of Consumer Affairs.","State Agencies","Business and Consumers",,
"Department of Child Support Services: electronic communications.","State Agencies","Family and Children Issues",,
"Department of Alcoholic Beverage Control: report: due date.","State Agencies",,,
"Dentistry: examination requirements.","Health",,,
"Dental services: credit.","Health",,,
"Dental hygienists: examinations and licensure.","Health","Legal Issues",,
"Delta flood protection.","Environmental",,,
"Delta Stewardship Council: certifications of consistency.","Other",,,
"Delta Stewardship Council: Planninf and administration: fee.","Other",,,
"Deferred entry of judgment: misdemeanor offenses.","Judiciary","Crime",,
"Deferred entry of judgment.","Judiciary",,,
"Deferred compensation plans.","Legal Issues",,,
"Defense of Israel.","Military",,,
"Decedent’s estates: sister state personal representatives.","Legal Issues",,,
"Decedent’s estates: publication of notice of hearing.","Legal Issues",,,
"Decedent’s estates.","Legal Issues",,,
"Deceased personalities.","Other",,,
"Debt negotiation organizations.","Business and Consumers",,,
"Debt management and settlement.","Business and Consumers",,,
"Debt collection.","Business and Consumers",,,
"Debit cards: service fees.","Business and Consumers",,,
"Death penalty: sodium thiopental.","Crime",,,
"Death penalty.","Crime",,,
"Death penalty prisoners.","Crime",,,
"Death benefits: payment duration.","Legal Issues",,,
"Dead animal haulers.","Animal Rights and Wildlife Issues",,,
"Day of Inclusion.","Resolutions",,,
"Dairy industry.","Agriculture and Food",,,
"DMV/Donate Life California Registry.","Transportation",,,
"Cyber piracy.","Technology and Communication","Crime",,
"Custody and visitation: nonscientific theories.","Family and Children Issues",,,
"Cuss Free Week.","Resolutions",,,
"Curriculum: oral histories: genocide.","Education",,,
"Curriculum: cardiopulmonary resuscitation. ","Education","Health",,
"Curriculum.","Education",,,
"Cruelty to animals.","Animal Rights and Wildlife Issues",,,
"Crohn’s and Colitis Awareness Month.","Health","Resolutions",,
"Crisis nurseries.","Other",,,
"Criminal street gangs: injunction: duration. ","Crime",,,
"Criminal records: custodian.","Crime",,,
"Criminal recidivism.","Crime",,,
"Criminal procedure: witness testimony.","Crime",,,
"Criminal procedure: veterans.","Crime","Military",,
"Criminal procedure: trials: timing. ","Crime","Judiciary",,
"Criminal procedure: trials: continuances.","Crime","Judiciary",,
"Criminal procedure: trial counsel: defendant: inability to pay.","Crime","Welfare and Poverty",,
"Criminal procedure: preliminary examinations.","Crime","Judiciary",,
"Criminal procedure: pleas.","Crime","Judiciary",,
"Criminal procedure: electronic monitoring devices.","Crime","Judiciary",,
"Criminal procedure: discovery.","Crime","Judiciary",,
"Criminal procedure: court proceedings.","Crime","Judiciary",,
"Criminal procedure: continuance: assault with intent to commit rape.","Crime","Judiciary",,
"Criminal procedure: DNA evidence.","Crime","Judiciary",,
"Criminal investigation: interception of communications.","Crime",,,
"Criminal history records.","Crime",,,
"Criminal history information: law enforcement employees.","Crime",,,
"Criminal aliens.","Crime","Immigration",,
"Crimes: unlawful disclosure of communications.","Crime",,,
"Crimes: theft: agricultural commodities and equipment.","Crime","Agriculture and Food",,
"Crimes: offenses against public justice.","Crime",,,
"Crimes: manslaughter.","Crime",,,
"Crimes: bail: release on own recognizance.","Crime",,,
"Crimes against elders and dependent adults.","Crime",,,
"Crime: school grounds: prohibited weapons.","Crime",,,
"Crime victims: trauma center grants.","Crime",,,
"Crime victims: restitution.","Crime",,,
"Crime victims: relocation expenses.","Crime",,,
"Crime prevention: gang violence.","Crime",,,
"Crime prevention: criminal gangs.","Crime",,,
"Crime prevention.","Crime",,,
"Credit unions.","Commerce",,,
"Credit cards.","Commerce",,,
"Credit card reform.","Commerce",,,
"Creation of the Joint Committee for the Protection of Lake Tahoe.","Environmental",,,
"Courts: judgeships.","Judiciary",,,
"Courts: continuous hours of operation.","Judiciary",,,
"Courts: complex case fees.","Judiciary",,,
"Courts: budget and fiscal management.","Judiciary",,,
"Courts: California Habeas Corpus Resource Center.","Judiciary",,,
"Courts.","Judiciary",,,
"Court-appointed counsel: defendant registration fees.","Judiciary",,,
"Court security.","Judiciary",,,
"Court reporters: rough draft transcript.","Judiciary",,,
"Court records: preservation guidelines.","Judiciary",,,
"Court orders: minor victims: prohibitions on communications.","Judiciary",,,
"Coupons.","Commerce",,,
"County wraparound services program.","Municipal and County Issues",,,
"County water authority: annexation: federal military reservation.","Municipal and County Issues","Military",,
"County veteran service officers: funding. ","Municipal and County Issues","Military",,
"County veteran service officers: funding.","Municipal and County Issues","Military",,
"County retirement.","Municipal and County Issues","Senior Issues","Labor and Employment",
"County penalties: funding for DNA analysis: expedited processing.","Municipal and County Issues",,,
"County jails: reentry facilities.","Municipal and County Issues",,,
"County jails: inmate emergency health care.","Municipal and County Issues","Crime","Health",
"County integrated health and human services.","Municipal and County Issues","Health",,
"County employees’ retirement: survivor’s allowances.","Municipal and County Issues","Senior Issues","Labor and Employment",
"County employees’ retirement: service credit: safety members.","Municipal and County Issues","Senior Issues","Labor and Employment",
"County employees’ retirement: optional settlements. ","Municipal and County Issues","Senior Issues","Labor and Employment",
"County employees’ retirement: membership.","Municipal and County Issues","Senior Issues","Labor and Employment",
"County employees’ retirement: mandatory retirement.","Municipal and County Issues","Senior Issues","Labor and Employment",
"County employees’ retirement: disability: military leave.","Municipal and County Issues","Senior Issues","Labor and Employment","Military"
"County employees’ retirement: cost-of-living adjustments.","Municipal and County Issues","Senior Issues","Labor and Employment",
"County employees’ retirement: Los Angeles County. ","Municipal and County Issues","Senior Issues","Labor and Employment",
"County employees’ retirement.","Municipal and County Issues","Senior Issues","Labor and Employment",
"County employees’ retirement systems: boards of retirement.","Municipal and County Issues","Senior Issues","Labor and Employment",
"County employees: health benefit system.","Municipal and County Issues","Senior Issues","Labor and Employment",
"County employees retirement: disability retirement.","Municipal and County Issues","Senior Issues","Labor and Employment",
"County employees retirement: San Bernardino County health benefits.","Municipal and County Issues","Senior Issues","Labor and Employment",
"County employees retirement.","Municipal and County Issues","Senior Issues","Labor and Employment",
"County employee retirement: boards.","Municipal and County Issues","Senior Issues","Labor and Employment",
"County detention facilities: release of inmates to other counties.","Municipal and County Issues","Crime",,
"County clerks: recordkeeping: registrations.","Municipal and County Issues",,,
"County bridges.","Municipal and County Issues","Transportation",,
"County boards of education: election.","Municipal and County Issues","Campaign Finance and Election Issues",,
"County board of supervisors: vacancy: appointment.","Municipal and County Issues",,,
"County Health Initiative Matching Fund.","Municipal and County Issues","Health",,
"County Government Month 2010.","Resolutions",,,
"Counties: purchasing agents.","Municipal and County Issues",,,
"Counties: homicide trials: reimbursement.","Municipal and County Issues","Crime",,
"Counterfeit marks.","Crime",,,
"Counterfeit goods: unlawful detainer.","Crime","Business and Consumers",,
"Cotton: San Joaquin Valley Quality Cotton District.","Agriculture and Food",,,
"Cosmetic surgery.","Health",,,
"Corrections: veteran inmates.","Crime","Military",,
"Corrections: medical equipment and care.","Crime",,,
"Corrections: fire protection services.","Crime",,,
"Corrections: citizens’ advisory committees.","Crime",,,
"Corrections: best practices.","Crime",,,
"Corrections: audits and investigations.","Crime",,,
"Corrections: Reentry Advisory Committee.","Crime",,,
"Corrections: Prison Industry Authority.","Crime",,,
"Corrections: Inspector General.","Crime",,,
"Corrections: Inmate Welfare Fund: audit reports.","Crime",,,
"Corrections: Department of Community Corrections.","Crime",,,
"Correctional facilities: wireless communication devices.","Crime",,,
"Correctional Peace Officer Standards and Training.","Crime",,,
"Correctional Officer Jose Rivera Memorial Highway.","Transportation",,,
"Corporations: penalties.","Business and Consumers",,,
"Corporations: notices and reports.","Business and Consumers",,,
"Corporations: electronic transmissions.","Business and Consumers",,,
"Corporations: boards of directors: diversity.","Business and Consumers",,,
"Corporations: NASDAQ: national securities exchange.","Business and Consumers",,,
"Corporations for prevention of cruelty to children or animals.","Business and Consumers","Animal Rights and Wildlife Issues",,
"Corporation taxes: deductions.","Business and Consumers",,,
"Corporation taxes: credit: trade infrastructure investment: import-export cargo.","Business and Consumers",,,
"Corporation tax: water’s edge election: tax havens.","Business and Consumers","Budget, Spending, and Taxes",,
"Corporation tax credit: automobile manufacturing.","Business and Consumers","Transportation",,
"Corporation income tax.","Business and Consumers","Budget, Spending, and Taxes",,
"Corporation Tax Law: net income: allocation and apportionment.","Business and Consumers",,,
"Corporate reorganization: built-in losses. ","Business and Consumers",,,
"Corporate records: rights of inspection.","Business and Consumers",,,
"Corporate income taxes: time for assessments.","Business and Consumers",,,
"Corporate income tax: single sales factor.","Business and Consumers",,,
"Corporate income tax.","Business and Consumers","Budget, Spending, and Taxes",,
"Corporate disclosures.","Business and Consumers",,,
"Coroner: autopsy.","Health",,,
"Controlled substances: sentencing.","Crime",,,
"Controlled substances: 3,4-Methylenedioxymethamphetamine.","Crime",,,
"Controlled substance offenses: methamphetamine or phencyclidine: child under 16 years of age present or suffering great bodily injury.","Crime","Family and Children Issues",,
"Controlled Substance Utilization Review and Evaluation System.","Crime",,,
"Contractual assessments: water efficiency improvements.","Labor and Employment",,,
"Contractual assessments: sewer lateral lines.","Labor and Employment","Public Services",,
"Contractual assessments: seismic safety improvements.","Public Services",,,
"Contracts: translation.","Labor and Employment",,,
"Contracts: mistake of law.","Labor and Employment",,,
"Contracts: consideration.","Labor and Employment",,,
"Contracts: acting schools.","Labor and Employment","Arts and Humanities",,
"Contracts: University of California.","Labor and Employment","Education",,
"Contractors: public works.","Labor and Employment","Public Services",,
"Contractors: mortgage loans.","Labor and Employment",,,
"Contractors: limited liability companies.","Labor and Employment",,,
"Contractors: licenses.","Labor and Employment","Legal Issues",,
"Contractors: license requirements: bond.","Labor and Employment","Legal Issues",,
"Contractors: license fraud penalty.","Labor and Employment","Legal Issues",,
"Contractors: fraudulent license numbers.","Labor and Employment","Legal Issues",,
"Contractors: fire sprinkler installation.","Labor and Employment",,,
"Contractors: agreements.","Labor and Employment",,,
"Contracting: counties: purchasing agents.","Labor and Employment",,,
"Contracting by state agencies: best value competitive bid contracts. ","Labor and Employment","State Agencies",,
"Continuing care retirement communities.","Health","Senior Issues",,
"Continuing care contracts: retirement communities: permanent closure.","Health","Senior Issues",,
"Continuing care contracts: retirement communities: closure.","Health","Senior Issues",,
"Consumer warranties: Automotive Consumer Notification Act.","Business and Consumers","Transportation",,
"Consumer safety: glass beads.","Business and Consumers",,,
"Consumer affairs: professions and vocations.","Business and Consumers",,,
"Consumer affairs: financial education.","Business and Consumers","Commerce",,
"Construction projects: alternative bidding procedures: design-build.","Other",,,
"Construction inspectors. ","Other",,,
"Constitutional convention: delegates.","Government Reform",,,
"Constitutional convention.","Government Reform",,,
"Constitutional Convention.","Government Reform",,,
"Conservancies: reporting requirements.","Environmental",,,
"Conservancies: Sacramento-San Joaquin Delta Conservancy.","Environmental",,,
"Conflicts of interest: contracts.","Business and Consumers",,,
"Conflicts of interest.","Legal Issues",,,
"Conflict of interest: statute of limitations.","Legal Issues",,,
"Confidentiality: taxpayer communications.","Business and Consumers","Budget, Spending, and Taxes","Legal Issues",
"Confidentiality of medical information: psychotherapy.","Health","Business and Consumers","Legal Issues",
"Confidentiality of medical information: disclosure.","Health","Business and Consumers","Legal Issues",
"Confidential medical information: unlawful disclosure.","Health","Legal Issues",,
"Confidential address programs.","Legal Issues",,,
"Concealed firearms licenses.","Guns",,,
"Computer hacking: financial institutions.","Technology and Communication","Commerce",,
"Compton Community College: accreditation.","Education",,,
"Competitive procurement: regulations.","Other",,,
"Compensation.","Labor and Employment",,,
"Community sanctions: parole violators.","Crime",,,
"Community development: housing discrimination.","Housing and Property",,,
"Community development: grants.","Other",,,
"Community development: disadvantaged communities.","Social Issues",,,
"Community development: commissions.","Other",,,
"Community colleges: temporary and part-time faculty.","Education","Labor and Employment",,
"Community colleges: student financial aid programs: application forms.","Education",,,
"Community colleges: student assessments: pilot project.","Education",,,
"Community colleges: student assessments.","Education",,,
"Community colleges: salaries of classroom instructors. ","Education","Labor and Employment",,
"Community colleges: salaries of classroom instructors.","Education","Labor and Employment",,
"Community colleges: property tax revenues. ","Education","Budget, Spending, and Taxes",,
"Community colleges: part-time faculty: health insurance.","Education","Health","Labor and Employment",
"Community colleges: nursing faculty.","Education","Health",,
"Community colleges: nonresident tuition: foreign citizens.","Education","Immigration",,
"Community colleges: nonresident tuition: firefighters exemption. ","Education","Public Services",,
"Community colleges: nonresident fees.","Education",,,
"Community colleges: matriculation.","Education",,,
"Community colleges: leasing of buildings: sale of district property.","Education",,,
"Community colleges: inmate education programs: computation of apportionments.","Education",,,
"Community colleges: green technology training: workforce development strategy.","Education",,,
"Community colleges: funding.","Education",,,
"Community colleges: full-time instruction.","Education",,,
"Community colleges: expulsion: hearing.","Education",,,
"Community colleges: energy-related projects.","Education","Energy",,
"Community colleges: educational opportunity programs.","Education",,,
"Community colleges: career technical education programs of instruction.","Education","Labor and Employment",,
"Community colleges: attendance by secondary school pupils: partnerships.","Education",,,
"Community colleges: agricultural career technical education.","Education",,,
"Community colleges: accelerated nursing and allied health care pilot program.","Education","Health",,
"Community colleges: Accelerating Student Success College Initiative of 2010.","Education",,,
"Community college nursing faculty.","Education",,,
"Community college funding.","Education",,,
"Community college districts: transfers between district funds.","Education",,,
